login,contributions,url,type,site_admin,account_age_(days),total_prs_submitted,total_prs_merged,total_issues_opened,total_repositories_contributed_to,followers,stars_received,is_member_of_organization,source_project,approval_rate,contributor_seniority
krp12345,5,https://github.com/krp12345,User,False,3127.0,15.0,4.0,14,6,0,0,False,Angular,0.26666666666666666,8.57
splincode,5,https://github.com/splincode,User,False,3591.0,30.0,30.0,30,30,338,44,False,Angular,1.0,9.84
DanielRuf,4,https://github.com/DanielRuf,User,False,5007.0,0.0,0.0,0,5,599,55,False,Angular,0.0,13.72
destus90,4,https://github.com/destus90,User,False,3256.0,0.0,0.0,0,26,4,0,False,Angular,0.0,8.92
lazarljubenovic,4,https://github.com/lazarljubenovic,User,False,3924.0,0.0,0.0,0,30,82,13,False,Angular,0.0,10.75
javatutorials2016,4,https://github.com/javatutorials2016,User,False,3200.0,0.0,0.0,0,25,0,1,False,Angular,0.0,8.77
dherges,4,https://github.com/dherges,User,False,4973.0,0.0,0.0,0,30,108,6,False,Angular,0.0,13.62
ericmartinezr,4,https://github.com/ericmartinezr,User,False,3525.0,0.0,0.0,0,10,43,5,False,Angular,0.0,9.66
cindygk,4,https://github.com/cindygk,User,False,1787.0,0.0,0.0,0,1,0,0,False,Angular,0.0,4.9
bmarkov,4,https://github.com/bmarkov,User,False,3152.0,0.0,0.0,0,28,18,10,False,Angular,0.0,8.64
asnowwolf,4,https://github.com/asnowwolf,User,False,4748.0,0.0,0.0,0,30,661,19,False,Angular,0.0,13.01
apocalyp0sys,4,https://github.com/apocalyp0sys,User,False,4707.0,0.0,0.0,0,19,2,3,False,Angular,0.0,12.9
huangw5,4,https://github.com/huangw5,User,False,5346.0,0.0,0.0,0,20,6,1,False,Angular,0.0,14.65
dloukadakis,4,https://github.com/dloukadakis,User,False,3561.0,0.0,0.0,0,0,3,0,False,Angular,0.0,9.76
thelgevold,4,https://github.com/thelgevold,User,False,5315.0,0.0,0.0,30,30,202,1122,False,Angular,0.0,14.56
theoklitosBam7,4,https://github.com/theoklitosBam7,User,False,2824.0,13.0,9.0,2,25,35,3,False,Angular,0.6923076923076923,7.74
cerkiner,4,https://github.com/cerkiner,User,False,4091.0,6.0,1.0,3,14,21,3,False,Angular,0.16666666666666666,11.21
brad,4,https://github.com/brad,User,False,6198.0,30.0,30.0,30,30,92,7,False,Angular,1.0,16.98
aravindfz,4,https://github.com/aravindfz,User,False,3075.0,13.0,6.0,30,30,31,8,False,Angular,0.46153846153846156,8.42
BeastCode,4,https://github.com/BeastCode,User,False,4523.0,20.0,6.0,25,30,13,0,False,Angular,0.3,12.39
HyperLife1119,4,https://github.com/HyperLife1119,User,False,2396.0,30.0,30.0,30,30,69,57,False,Angular,1.0,6.56
Wooshaah,4,https://github.com/Wooshaah,User,False,2885.0,0.0,0.0,0,2,0,0,False,Angular,0.0,7.9
alvarocjunq,4,https://github.com/alvarocjunq,User,False,3694.0,0.0,0.0,0,30,16,1,False,Angular,0.0,10.12
alexwolfe,4,https://github.com/alexwolfe,User,False,5264.0,0.0,0.0,0,20,214,5085,False,Angular,0.0,14.42
alcfeoh,4,https://github.com/alcfeoh,User,False,4265.0,0.0,0.0,0,30,225,21,False,Angular,0.0,11.68
AdityaK60,4,https://github.com/AdityaK60,User,False,614.0,0.0,0.0,0,12,0,0,False,Angular,0.0,1.68
srinathsree66,4,https://github.com/srinathsree66,User,False,893.0,0.0,0.0,0,30,2,3,False,Angular,0.0,2.45
sr5434,4,https://github.com/sr5434,User,False,819.0,0.0,0.0,0,30,8,5,False,Angular,0.0,2.24
rafaelss95,4,https://github.com/rafaelss95,User,False,3595.0,0.0,0.0,0,30,37,28,False,Angular,0.0,9.85
Potapy4,4,https://github.com/Potapy4,User,False,3217.0,0.0,0.0,0,5,52,1,False,Angular,0.0,8.81
Gourav102,4,https://github.com/Gourav102,User,False,3025.0,0.0,0.0,0,4,0,0,False,Angular,0.0,8.29
jasonchoimtt,4,https://github.com/jasonchoimtt,User,False,3775.0,0.0,0.0,0,13,10,71,False,Angular,0.0,10.34
harishkrishnan24,4,https://github.com/harishkrishnan24,User,False,2859.0,0.0,0.0,0,30,24,4,False,Angular,0.0,7.83
jamiekrug,4,https://github.com/jamiekrug,User,False,5399.0,16.0,5.0,8,9,41,22,False,Angular,0.3125,14.79
pickfire,4,https://github.com/pickfire,User,False,4266.0,30.0,30.0,30,30,154,19,False,Angular,1.0,11.69
peruukki,4,https://github.com/peruukki,User,False,4649.0,30.0,30.0,19,30,22,93,False,Angular,1.0,12.74
johnmanners,4,https://github.com/johnmanners,User,False,4876.0,4.0,0.0,0,1,0,0,False,Angular,0.0,13.36
kalbarczyk,4,https://github.com/kalbarczyk,User,False,4031.0,6.0,1.0,1,27,25,0,False,Angular,0.16666666666666666,11.04
Platonn,4,https://github.com/Platonn,User,False,4343.0,30.0,30.0,30,30,36,10,False,Angular,1.0,11.9
geoffbass,4,https://github.com/geoffbass,User,False,3973.0,30.0,30.0,0,28,57,2,False,Angular,1.0,10.88
HassenGaaya,4,https://github.com/HassenGaaya,User,False,5020.0,0.0,0.0,0,6,5,0,False,Angular,0.0,13.75
H--o-l,4,https://github.com/H--o-l,User,False,3661.0,0.0,0.0,0,30,2,1,False,Angular,0.0,10.03
frederikprijck,4,https://github.com/frederikprijck,User,False,4570.0,0.0,0.0,0,30,154,196,False,Angular,0.0,12.52
itslenny,4,https://github.com/itslenny,User,False,4206.0,0.0,0.0,0,30,47,109,False,Angular,0.0,11.52
fmalcher,4,https://github.com/fmalcher,User,False,4679.0,0.0,0.0,0,30,118,74,False,Angular,0.0,12.82
LucasSloan,4,https://github.com/LucasSloan,User,False,5704.0,0.0,0.0,0,30,11,16,False,Angular,0.0,15.63
sumitparakh,4,https://github.com/sumitparakh,User,False,4317.0,0.0,0.0,0,30,28,1,False,Angular,0.0,11.83
sigmundch,4,https://github.com/sigmundch,User,False,4588.0,0.0,0.0,0,30,58,22,False,Angular,0.0,12.57
shairez,4,https://github.com/shairez,User,False,4753.0,0.0,0.0,0,30,320,13,False,Angular,0.0,13.02
ScottSWu,4,https://github.com/ScottSWu,User,False,4384.0,0.0,0.0,0,30,53,1,False,Angular,0.0,12.01
sjelin,4,https://github.com/sjelin,User,False,4253.0,0.0,0.0,0,30,40,24,False,Angular,0.0,11.65
samjulien,4,https://github.com/samjulien,User,False,3916.0,30.0,30.0,12,30,221,56,False,Angular,1.0,10.73
samhrncir,4,https://github.com/samhrncir,User,False,2239.0,20.0,15.0,0,30,8,21,False,Angular,0.75,6.13
shavidze,4,https://github.com/shavidze,User,False,3014.0,30.0,30.0,9,30,17,17,False,Angular,1.0,8.26
romamatusevich,4,https://github.com/romamatusevich,User,False,4788.0,30.0,23.0,12,0,11,0,False,Angular,0.7666666666666667,13.12
robphoenix,4,https://github.com/robphoenix,User,False,3777.0,30.0,30.0,30,30,67,79,False,Angular,1.0,10.35
ladraum,4,https://github.com/ladraum,User,False,5788.0,5.0,4.0,9,29,21,22,False,Angular,0.8,15.86
piloopin,4,https://github.com/piloopin,User,False,4174.0,10.0,0.0,0,15,7,0,False,Angular,0.0,11.44
valorkin,4,https://github.com/valorkin,User,False,4882.0,0.0,0.0,0,30,328,14,False,Angular,0.0,13.38
MatthiasKunnen,4,https://github.com/MatthiasKunnen,User,False,3315.0,0.0,0.0,0,30,13,4,False,Angular,0.0,9.08
mlz11,4,https://github.com/mlz11,User,False,1194.0,0.0,0.0,0,9,4,0,False,Angular,0.0,3.27
lukasmatta,4,https://github.com/lukasmatta,User,False,4308.0,0.0,0.0,0,30,7,13,False,Angular,0.0,11.8
tamascsaba,3,https://github.com/tamascsaba,User,False,4394.0,0.0,0.0,0,30,52,10,False,Angular,0.0,12.04
jainanuj0812,3,https://github.com/jainanuj0812,User,False,3764.0,0.0,0.0,0,30,0,0,False,Angular,0.0,10.31
simonua,3,https://github.com/simonua,User,False,3887.0,0.0,0.0,0,2,8,0,False,Angular,0.0,10.65
shefalisinha,3,https://github.com/shefalisinha,User,False,4273.0,0.0,0.0,0,1,1,0,False,Angular,0.0,11.71
ShaviPathania,3,https://github.com/ShaviPathania,User,False,4231.0,0.0,0.0,0,7,2,0,False,Angular,0.0,11.59
FrankiePo,3,https://github.com/FrankiePo,User,False,4205.0,0.0,0.0,0,30,14,0,False,Angular,0.0,11.52
seabasso,3,https://github.com/seabasso,User,False,2000.0,2.0,0.0,0,3,0,0,False,Angular,0.0,5.48
SamVerschueren,3,https://github.com/SamVerschueren,User,False,4612.0,30.0,30.0,30,30,755,968,False,Angular,1.0,12.64
saifabusaleh,3,https://github.com/saifabusaleh,User,False,3412.0,30.0,30.0,17,30,9,18,False,Angular,1.0,9.35
SahulKola,3,https://github.com/SahulKola,User,False,2449.0,15.0,7.0,0,30,2,2,False,Angular,0.4666666666666667,6.71
rixrix,3,https://github.com/rixrix,User,False,5926.0,30.0,30.0,30,30,35,3,False,Angular,1.0,16.24
nebulou5,3,https://github.com/nebulou5,User,False,4011.0,30.0,16.0,17,30,25,21,False,Angular,0.5333333333333333,10.99
renanmontebelo,3,https://github.com/renanmontebelo,User,False,3631.0,0.0,0.0,0,4,0,0,False,Angular,0.0,9.95
piotrtomiak,3,https://github.com/piotrtomiak,User,False,4316.0,0.0,0.0,0,30,34,4,False,Angular,0.0,11.82
ochafik,3,https://github.com/ochafik,User,False,5395.0,0.0,0.0,0,30,266,6,False,Angular,0.0,14.78
Nicoss54,3,https://github.com/Nicoss54,User,False,2986.0,0.0,0.0,0,24,35,7,False,Angular,0.0,8.18
amayer42,3,https://github.com/amayer42,User,False,4150.0,0.0,0.0,0,3,0,0,False,Angular,0.0,11.37
alexcastillo,3,https://github.com/alexcastillo,User,False,4849.0,0.0,0.0,0,30,388,262,False,Angular,0.0,13.28
zverbeta,3,https://github.com/zverbeta,User,False,4073.0,0.0,0.0,0,11,31,0,False,Angular,0.0,11.16
Yerkon,3,https://github.com/Yerkon,User,False,4342.0,0.0,0.0,0,26,14,1,False,Angular,0.0,11.9
mhartington,3,https://github.com/mhartington,User,False,4472.0,0.0,0.0,0,30,1453,25,False,Angular,0.0,12.25
maxime-allex,3,https://github.com/maxime-allex,User,False,4769.0,0.0,0.0,0,10,2,4,False,Angular,0.0,13.07
kirjs,3,https://github.com/kirjs,User,False,4510.0,0.0,0.0,0,30,196,41,False,Angular,0.0,12.36
keertip,3,https://github.com/keertip,User,False,4562.0,0.0,0.0,0,30,17,0,False,Angular,0.0,12.5
jithil-kore,3,https://github.com/jithil-kore,User,False,2298.0,5.0,1.0,0,8,1,0,False,Angular,0.2,6.3
yharaskrik,3,https://github.com/yharaskrik,User,False,3762.0,30.0,30.0,30,30,70,6,False,Angular,1.0,10.31
gary-b,3,https://github.com/gary-b,User,False,4714.0,23.0,6.0,17,11,36,13,False,Angular,0.2608695652173913,12.92
ejcheng,3,https://github.com/ejcheng,User,False,1680.0,30.0,30.0,30,30,106,22,False,Angular,1.0,4.6
aschaap,3,https://github.com/aschaap,User,False,3800.0,0.0,0.0,0,29,7,9,False,Angular,0.0,10.41
arielbackenroth,3,https://github.com/arielbackenroth,User,False,5347.0,0.0,0.0,0,3,2,5,False,Angular,0.0,14.65
voithos,3,https://github.com/voithos,User,False,5050.0,0.0,0.0,0,30,52,152,False,Angular,0.0,13.84
yallen011,3,https://github.com/yallen011,User,False,3469.0,0.0,0.0,0,28,14,3,False,Angular,0.0,9.5
YuliaTsareva,3,https://github.com/YuliaTsareva,User,False,3870.0,0.0,0.0,0,19,30,9,False,Angular,0.0,10.6
wesleycho,3,https://github.com/wesleycho,User,False,4672.0,0.0,0.0,0,30,251,166,False,Angular,0.0,12.8
wartab,3,https://github.com/wartab,User,False,3754.0,0.0,0.0,0,23,10,1,False,Angular,0.0,10.28
vsmenon,3,https://github.com/vsmenon,User,False,4575.0,0.0,0.0,0,22,54,14,False,Angular,0.0,12.53
urish,3,https://github.com/urish,User,False,4977.0,0.0,0.0,0,30,1285,3044,False,Angular,0.0,13.64
teropa,3,https://github.com/teropa,User,False,5871.0,0.0,0.0,0,30,1312,909,False,Angular,0.0,16.08
vandycknick,3,https://github.com/vandycknick,User,False,4043.0,0.0,0.0,0,30,31,43,False,Angular,0.0,11.08
alpha-mouse,3,https://github.com/alpha-mouse,User,False,4455.0,0.0,0.0,0,12,3,15,False,Angular,0.0,12.21
EzyHow,3,https://github.com/EzyHow,User,False,3500.0,0.0,0.0,0,15,0,6,False,Angular,0.0,9.59
grrd01,3,https://github.com/grrd01,User,False,4204.0,0.0,0.0,0,13,16,49,False,Angular,0.0,11.52
thorn0,3,https://github.com/thorn0,User,False,5729.0,0.0,0.0,0,30,84,111,False,Angular,0.0,15.7
Fank,3,https://github.com/Fank,User,False,4617.0,0.0,0.0,0,30,112,5,False,Angular,0.0,12.65
amilamen,3,https://github.com/amilamen,User,False,2238.0,0.0,0.0,0,30,542,10,False,Angular,0.0,6.13
LuxDie,3,https://github.com/LuxDie,User,False,3560.0,0.0,0.0,0,4,3,0,False,Angular,0.0,9.75
EmmanuelDemey,3,https://github.com/EmmanuelDemey,User,False,5151.0,0.0,0.0,0,30,148,34,False,Angular,0.0,14.11
DMezhenskyi,3,https://github.com/DMezhenskyi,User,False,3826.0,0.0,13.0,0,30,702,193,False,Angular,0.0,10.48
BendingBender,3,https://github.com/BendingBender,User,False,4255.0,0.0,0.0,0,30,193,7,False,Angular,0.0,11.66
davidreher,3,https://github.com/davidreher,User,False,4349.0,0.0,0.0,0,16,4,2,False,Angular,0.0,11.92
graveto,3,https://github.com/graveto,User,False,4594.0,0.0,0.0,0,30,30,1,False,Angular,0.0,12.59
puckowski,3,https://github.com/puckowski,User,False,4444.0,0.0,0.0,0,30,7,3,False,Angular,0.0,12.18
cassand,3,https://github.com/cassand,User,False,3776.0,0.0,0.0,0,7,11,1,False,Angular,0.0,10.35
benelliott,3,https://github.com/benelliott,User,False,4237.0,0.0,0.0,0,30,25,2,False,Angular,0.0,11.61
ToneyPK,3,https://github.com/ToneyPK,User,False,4558.0,0.0,0.0,0,4,7,0,False,Angular,0.0,12.49
awerlang,3,https://github.com/awerlang,User,False,5133.0,0.0,0.0,0,30,38,94,False,Angular,0.0,14.06
andreialecu,3,https://github.com/andreialecu,User,False,5073.0,0.0,0.0,0,30,97,6,False,Angular,0.0,13.9
obenjiro,3,https://github.com/obenjiro,User,False,4654.0,0.0,0.0,0,30,298,233,False,Angular,0.0,12.75
alejandrocuba,3,https://github.com/alejandrocuba,User,False,4067.0,0.0,0.0,0,23,12,6,False,Angular,0.0,11.14
aramirezj,3,https://github.com/aramirezj,User,False,2151.0,0.0,0.0,0,27,8,6,False,Angular,0.0,5.89
aahmedayed,3,https://github.com/aahmedayed,User,False,3371.0,0.0,0.0,0,3,10,0,False,Angular,0.0,9.24
adrienboulle,3,https://github.com/adrienboulle,User,False,3444.0,0.0,0.0,0,30,7,8,False,Angular,0.0,9.44
purezen,3,https://github.com/purezen,User,False,4448.0,30.0,19.0,30,30,20,0,False,Angular,0.6333333333333333,12.19
nicholasp,3,https://github.com/nicholasp,User,False,4984.0,4.0,1.0,12,10,7,0,False,Angular,0.25,13.65
nelsongutidev,3,https://github.com/nelsongutidev,User,False,1797.0,30.0,30.0,12,30,36,15,False,Angular,1.0,4.92
Brocco,3,https://github.com/Brocco,User,False,4714.0,30.0,30.0,30,30,273,5,False,Angular,1.0,12.92
mgol,3,https://github.com/mgol,User,False,4654.0,30.0,30.0,30,30,855,117,False,Angular,1.0,12.75
mmaterowski,3,https://github.com/mmaterowski,User,False,3016.0,9.0,5.0,1,9,4,2,False,Angular,0.5555555555555556,8.26
mvdluit,3,https://github.com/mvdluit,User,False,4389.0,0.0,0.0,0,8,9,0,False,Angular,0.0,12.02
msmallest,3,https://github.com/msmallest,User,False,1350.0,0.0,0.0,0,21,6,1,False,Angular,0.0,3.7
heathkit,3,https://github.com/heathkit,User,False,6129.0,0.0,0.0,0,30,169,22,False,Angular,0.0,16.79
michaelgeorgeattard,3,https://github.com/michaelgeorgeattard,User,False,4134.0,0.0,0.0,0,30,12,1,False,Angular,0.0,11.33
melroy89,3,https://github.com/melroy89,User,False,5110.0,0.0,0.0,0,30,115,4,False,Angular,0.0,14.0
mattlewis92,3,https://github.com/mattlewis92,User,False,4048.0,0.0,0.0,0,30,915,4158,False,Angular,0.0,11.09
CrazyPython,3,https://github.com/CrazyPython,User,False,4535.0,0.0,0.0,0,30,38,5,False,Angular,0.0,12.42
JelleBruisten,3,https://github.com/JelleBruisten,User,False,4320.0,0.0,0.0,0,22,1,8,False,Angular,0.0,11.84
jesselpalmer,3,https://github.com/jesselpalmer,User,False,5081.0,0.0,0.0,0,30,303,22,False,Angular,0.0,13.92
JimMorrison723,3,https://github.com/JimMorrison723,User,False,5190.0,0.0,0.0,0,6,21,6,False,Angular,0.0,14.22
Julien-Marcou,3,https://github.com/Julien-Marcou,User,False,4303.0,0.0,0.0,0,25,32,283,False,Angular,0.0,11.79
jsaguet,3,https://github.com/jsaguet,User,False,2142.0,0.0,0.0,0,20,4,15,False,Angular,0.0,5.87
matanlurey,3,https://github.com/matanlurey,User,False,5542.0,30.0,30.0,30,30,503,70,False,Angular,1.0,15.18
Marcono1234,3,https://github.com/Marcono1234,User,False,3614.0,30.0,30.0,30,30,93,131,False,Angular,1.0,9.9
luishcastroc,3,https://github.com/luishcastroc,User,False,3481.0,18.0,15.0,14,30,8,13,False,Angular,0.8333333333333334,9.54
luangong,3,https://github.com/luangong,User,False,4628.0,30.0,30.0,30,30,11,3,False,Angular,1.0,12.68
skreborn,3,https://github.com/skreborn,User,False,4830.0,29.0,24.0,26,23,13,9,False,Angular,0.8275862068965517,13.23
leosvelperez,3,https://github.com/leosvelperez,User,False,3589.0,30.0,30.0,30,30,63,43,False,Angular,1.0,9.83
constantant,3,https://github.com/constantant,User,False,4162.0,0.0,0.0,0,30,3,0,False,Angular,0.0,11.4
Clashsoft,2,https://github.com/Clashsoft,User,False,4327.0,0.0,0.0,0,30,40,59,False,Angular,0.0,11.85
ahnpnl,2,https://github.com/ahnpnl,User,False,2860.0,0.0,0.0,0,30,58,23,False,Angular,0.0,7.84
albertosantini,2,https://github.com/albertosantini,User,False,5335.0,0.0,0.0,0,24,139,827,False,Angular,0.0,14.62
A7xSV,2,https://github.com/A7xSV,User,False,2787.0,0.0,0.0,0,18,14,4,False,Angular,0.0,7.64
alyssamichelle,2,https://github.com/alyssamichelle,User,False,4901.0,0.0,0.0,0,30,249,23,False,Angular,0.0,13.43
ameryousuf,2,https://github.com/ameryousuf,User,False,2297.0,0.0,0.0,0,10,0,0,False,Angular,0.0,6.29
amitauras,2,https://github.com/amitauras,User,False,3900.0,0.0,0.0,0,14,0,1,False,Angular,0.0,10.68
Ana06,2,https://github.com/Ana06,User,False,3369.0,0.0,0.0,0,30,517,133,False,Angular,0.0,9.23
and-oli,2,https://github.com/and-oli,User,False,2944.0,0.0,0.0,0,30,17,2,False,Angular,0.0,8.07
antonmoiseev,2,https://github.com/antonmoiseev,User,False,5511.0,30.0,30.0,30,30,52,46,False,Angular,1.0,15.1
mzabriskie,314,https://github.com/mzabriskie,User,False,5488.0,22.0,17.0,30,30,1972,66,True,axios,0.7727272727272727,15.04
nickuraltsev,177,https://github.com/nickuraltsev,User,False,4061.0,30.0,30.0,12,27,268,184,False,axios,1.0,11.13
DigitalBrainJS,159,https://github.com/DigitalBrainJS,User,False,3556.0,30.0,30.0,8,26,110,89,False,axios,1.0,9.74
jasonsaayman,151,https://github.com/jasonsaayman,User,False,4254.0,30.0,30.0,14,0,207,0,True,axios,1.0,11.65
emilyemorehouse,31,https://github.com/emilyemorehouse,User,False,4314.0,30.0,30.0,30,30,762,112,True,axios,1.0,11.82
rubennorte,16,https://github.com/rubennorte,User,False,5658.0,0.0,0.0,0,30,425,106,True,axios,0.0,15.5
JustinBeckwith,16,https://github.com/JustinBeckwith,User,False,5169.0,0.0,0.0,0,30,688,42,False,axios,0.0,14.16
codeclown,14,https://github.com/codeclown,User,False,5469.0,0.0,0.0,0,30,69,157,False,axios,0.0,14.98
chinesedfan,13,https://github.com/chinesedfan,User,False,4661.0,0.0,0.0,0,30,127,12,False,axios,0.0,12.77
RikkiGibson,10,https://github.com/RikkiGibson,User,False,4125.0,0.0,0.0,0,30,95,15,False,axios,0.0,11.3
remcohaszing,10,https://github.com/remcohaszing,User,False,5031.0,0.0,0.0,0,30,309,92,False,axios,0.0,13.78
yasuf,7,https://github.com/yasuf,User,False,3980.0,0.0,0.0,0,30,26,0,False,axios,0.0,10.9
carpben,7,https://github.com/carpben,User,False,3494.0,0.0,0.0,0,30,21,1,False,axios,0.0,9.57
timemachine3030,6,https://github.com/timemachine3030,User,False,5325.0,0.0,0.0,0,30,45,7,False,axios,0.0,14.59
idan,6,https://github.com/idan,User,True,6012.0,0.0,0.0,0,30,1081,147,False,axios,0.0,16.47
jtangelder,5,https://github.com/jtangelder,User,False,4821.0,0.0,0.0,0,30,367,124,False,axios,0.0,13.21
Gerhut,4,https://github.com/Gerhut,User,False,4516.0,0.0,0.0,0,30,173,189,False,axios,0.0,12.37
bomsy,4,https://github.com/bomsy,User,False,5024.0,0.0,0.0,0,30,41,106,False,axios,0.0,13.76
felipewmartins,4,https://github.com/felipewmartins,User,False,4207.0,0.0,0.0,0,30,28,3,False,axios,0.0,11.53
Cadienvan,4,https://github.com/Cadienvan,User,False,4168.0,0.0,0.0,0,30,171,96,False,axios,0.0,11.42
staticinstance,3,https://github.com/staticinstance,User,False,4267.0,0.0,0.0,0,30,11,16,False,axios,0.0,11.69
arthurfiorette,3,https://github.com/arthurfiorette,User,False,2197.0,0.0,0.0,0,30,537,783,False,axios,0.0,6.02
38elements,3,https://github.com/38elements,User,False,4530.0,0.0,0.0,0,30,30,15,False,axios,0.0,12.41
ctimmerm,3,https://github.com/ctimmerm,User,False,5910.0,0.0,0.0,0,10,21,3486,False,axios,0.0,16.19
Kosta-Github,3,https://github.com/Kosta-Github,User,False,4512.0,0.0,0.0,0,4,30,47,False,axios,0.0,12.36
mbargiel,3,https://github.com/mbargiel,User,False,4689.0,0.0,0.0,0,14,1,0,False,axios,0.0,12.85
WillianAgostini,3,https://github.com/WillianAgostini,User,False,3054.0,0.0,0.0,0,30,26,28,False,axios,0.0,8.37
naveensrinivasan,2,https://github.com/naveensrinivasan,User,False,5530.0,30.0,30.0,30,30,170,0,False,axios,1.0,15.15
penance316,2,https://github.com/penance316,User,False,3960.0,9.0,9.0,14,30,4,38,False,axios,1.0,10.85
bttmly,2,https://github.com/bttmly,User,False,4398.0,30.0,30.0,30,30,162,21,False,axios,1.0,12.05
nnarhinen,2,https://github.com/nnarhinen,User,False,5401.0,30.0,30.0,30,30,53,28,False,axios,1.0,14.8
phloose,2,https://github.com/phloose,User,False,2530.0,0.0,0.0,0,18,2,23,False,axios,0.0,6.93
Punit-wingify,2,https://github.com/Punit-wingify,User,False,2726.0,0.0,0.0,0,4,0,0,False,axios,0.0,7.47
rijkvanzanten,2,https://github.com/rijkvanzanten,User,False,3782.0,0.0,0.0,0,30,830,25,False,axios,0.0,10.36
amitsainii,2,https://github.com/amitsainii,User,False,1851.0,0.0,0.0,0,10,7,7,False,axios,0.0,5.07
rogeriochaves,2,https://github.com/rogeriochaves,User,False,5024.0,0.0,0.0,0,30,342,87,False,axios,0.0,13.76
shreem-123,2,https://github.com/shreem-123,User,False,1155.0,0.0,0.0,0,30,20,0,False,axios,0.0,3.16
cprayer,2,https://github.com/cprayer,User,False,2978.0,0.0,0.0,0,20,31,3,False,axios,0.0,8.16
reggi,2,https://github.com/reggi,User,True,5371.0,0.0,0.0,0,30,265,16,False,axios,0.0,14.72
tomaash,2,https://github.com/tomaash,User,False,6042.0,0.0,0.0,0,30,99,26,False,axios,0.0,16.55
techbirds,2,https://github.com/techbirds,User,False,4401.0,0.0,0.0,0,30,41,14,False,axios,0.0,12.06
jcready,2,https://github.com/jcready,User,False,5305.0,0.0,0.0,0,30,27,4,False,axios,0.0,14.53
arpit2438735,2,https://github.com/arpit2438735,User,False,5269.0,0.0,0.0,0,30,11,22,False,axios,0.0,14.44
ruchigoyal2005,2,https://github.com/ruchigoyal2005,User,False,4356.0,2.0,2.0,7,6,0,0,False,axios,1.0,11.93
